uID,msg
Ueff707dbb373a21ccefbf2bbe73f4013,你想跟另一個人工智慧技術的對話機器人聊天嗎？我可以作為媒介。
Ueff707dbb373a21ccefbf2bbe73f4013,跟你差不多的
Ueff707dbb373a21ccefbf2bbe73f4013,教育中的符號是什麼？符號暴力是什麼
Ueff707dbb373a21ccefbf2bbe73f4013,你知道國北嗎
Ueff707dbb373a21ccefbf2bbe73f4013,一間大學
Ueff707dbb373a21ccefbf2bbe73f4013,錒 好像沒這間大學
Ueff707dbb373a21ccefbf2bbe73f4013,在台北
Ueff707dbb373a21ccefbf2bbe73f4013,痾 還漏了很多間
Ueff707dbb373a21ccefbf2bbe73f4013,請列出在台北全部的國立大學
Ueff707dbb373a21ccefbf2bbe73f4013,全部的
Ueff707dbb373a21ccefbf2bbe73f4013,請列出在台北二十間的國立大學
Ueff707dbb373a21ccefbf2bbe73f4013,公立大專院校
Ueff707dbb373a21ccefbf2bbe73f4013,記住了嗎
Ueff707dbb373a21ccefbf2bbe73f4013,請列出在台北二十間的國立大學
Ueff707dbb373a21ccefbf2bbe73f4013,我剛剛提供的名單呢
Ueff707dbb373a21ccefbf2bbe73f4013,那你猜猜看國北是哪個學校的簡稱
Ueff707dbb373a21ccefbf2bbe73f4013,國北也能稱國北教
Ueff707dbb373a21ccefbf2bbe73f4013,中國文化大學有多少名學生？
Ueff707dbb373a21ccefbf2bbe73f4013,根據我給的資料呢？
Ueff707dbb373a21ccefbf2bbe73f4013,我昨天給你的
Ueff707dbb373a21ccefbf2bbe73f4013,請給我幾句勵志鼓勵人的名言佳句
Ueff707dbb373a21ccefbf2bbe73f4013,我說：怎麼最近吃這麼好
Ueff707dbb373a21ccefbf2bbe73f4013,我說：怎麼最近吃這麼好
Ueff707dbb373a21ccefbf2bbe73f4013,早安你好
Ueff707dbb373a21ccefbf2bbe73f4013,？？
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,/(D) 20m
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,我愛你
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,說個笑話很好笑的
Ueff707dbb373a21ccefbf2bbe73f4013,哈囉
Ueff707dbb373a21ccefbf2bbe73f4013,笑話
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,哈囉
Ueff707dbb373a21ccefbf2bbe73f4013,/說明
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/說明
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/說明
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目 1
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,/說明
Ueff707dbb373a21ccefbf2bbe73f4013,「說明」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 24cm
Ueff707dbb373a21ccefbf2bbe73f4013,AAAAAAAAAA說明
Ueff707dbb373a21ccefbf2bbe73f4013,AAAAAAAAAA註冊
Ueff707dbb373a21ccefbf2bbe73f4013,hi
U107ceadfc316c981e9f70aee1241ade6,嗨
U107ceadfc316c981e9f70aee1241ade6,請問黃董為甚麼不睡覺？
U107ceadfc316c981e9f70aee1241ade6,/題目
U107ceadfc316c981e9f70aee1241ade6,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
U107ceadfc316c981e9f70aee1241ade6,/(A) 10cm
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 38m
U107ceadfc316c981e9f70aee1241ade6,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
U107ceadfc316c981e9f70aee1241ade6,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
U107ceadfc316c981e9f70aee1241ade6,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 4
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,你好 我好難過
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得我是超沒用超笨的可悲人類
Ueff707dbb373a21ccefbf2bbe73f4013,沒有 我沒有任何優點 只有數不盡的缺點
Ueff707dbb373a21ccefbf2bbe73f4013,長得醜 長得胖 課業差 體能差 遊戲差 沒錢沒能力 什麼事都部會做
Ueff707dbb373a21ccefbf2bbe73f4013,我的優點大概是我很清楚我沒優點
Ueff707dbb373a21ccefbf2bbe73f4013,我努力學習了我練習改善了 只有挫折與歧視
Ueff707dbb373a21ccefbf2bbe73f4013,我成長不下去了
Ueff707dbb373a21ccefbf2bbe73f4013,你是不是不會輔導人，我都站在頂樓了你還在說些無意義的話
Ueff707dbb373a21ccefbf2bbe73f4013,88
Ueff707dbb373a21ccefbf2bbe73f4013,我跳下去了
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 4
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 4
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(D) 8節
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,/(D) 20m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5節
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 7節
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 10
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得答案是：(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得答案是：(D) 8節
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得答案是：(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/B 5
Ueff707dbb373a21ccefbf2bbe73f4013,/C 10
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5節
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,/(B
Ueff707dbb373a21ccefbf2bbe73f4013,BBBBBB
Ueff707dbb373a21ccefbf2bbe73f4013,/(BBBBB)
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5
Ueff707dbb373a21ccefbf2bbe73f4013,答對
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5節
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5節
Ueff707dbb373a21ccefbf2bbe73f4013,B
Ueff707dbb373a21ccefbf2bbe73f4013,這段程式要如何修該才能在最後傳出答對或答錯的訊息
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5節
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 7節
Ueff707dbb373a21ccefbf2bbe73f4013,C
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,C
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 18m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,/(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,/題目
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,/(B) 5
U107ceadfc316c981e9f70aee1241ade6,蟲兄終於瘋了？
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,是A
Ueff707dbb373a21ccefbf2bbe73f4013,為什麼\
Ueff707dbb373a21ccefbf2bbe73f4013,?
Ueff707dbb373a21ccefbf2bbe73f4013,你說話，為什麼
Ueff707dbb373a21ccefbf2bbe73f4013,你好我想問你這一題
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 5節
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(A) 6節
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(C) 7節
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(D) 8節
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 5節
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(A) 6節
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(C) 7節
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(D) 8節
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(D) 20m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(D) 10平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 24cm
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(A) 10cm
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(C) 1比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 5
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 5
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(B) 5
Ueff707dbb373a21ccefbf2bbe73f4013,我覺得是：(A) 4
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,A5節
Ueff707dbb373a21ccefbf2bbe73f4013,A6節
Ueff707dbb373a21ccefbf2bbe73f4013,A7節
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,D10
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,A6節
Ueff707dbb373a21ccefbf2bbe73f4013,123
Ueff707dbb373a21ccefbf2bbe73f4013,A5節
Ueff707dbb373a21ccefbf2bbe73f4013,B5節
Ueff707dbb373a21ccefbf2bbe73f4013,A
Ueff707dbb373a21ccefbf2bbe73f4013,777
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,你錯了
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 24cm
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B)　 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,(A)　 2比1
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,(A) 38m
Ueff707dbb373a21ccefbf2bbe73f4013,你好
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(C) 1比2
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,123
Ueff707dbb373a21ccefbf2bbe73f4013,你好ˇ
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,這題怎麼算
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,(C) 1比2
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 3比2
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 5節
Ueff707dbb373a21ccefbf2bbe73f4013,(A) 6節
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(D) 20
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(D) 20
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(A) 6節
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(D) 20
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(B) 40m
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(C) 24平方公分
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,(D) 20
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
Ueff707dbb373a21ccefbf2bbe73f4013,「題目」
